SK_ID_CURR,TARGET
100001,0.2663563733744977
100005,0.3168390310660306
100013,0.26366159028031766
100028,0.26429407139423167
100038,0.32149991038890813
100042,0.2683515676404066
100057,0.25240810907048844
100065,0.26405286885100515
100066,0.25387876310485014
100067,0.2885938588994329
100074,0.2765174063411123
100090,0.2599130511403061
100091,0.3456678674308967
100092,0.2745648233148151
100106,0.27440437777872695
100107,0.34594141294088365
100109,0.2671402366683768
100117,0.25809004278693226
100128,0.3039230702156568
100141,0.26693919196678306
100150,0.263777281900896
100168,0.2544809936898891
100169,0.2694400625129195
100170,0.38615767520529054
100171,0.28469370761681445
100172,0.3044341426298024
100184,0.30122593592330066
100187,0.29239190276167343
100212,0.25862561916142834
100222,0.27195052742435716
100223,0.2581286523576887
100232,0.25472952419925365
100241,0.3305004169032415
100245,0.2580714239033875
100253,0.2570499160308982
100256,0.28079637632314436
100271,0.2539044002182592
100278,0.45687568550427765
100280,0.2544227124931261
100306,0.3474969708829585
100311,0.2885360492588974
100312,0.2589798051290921
100330,0.3256649846377518
100331,0.2580541982520409
100352,0.32594469125492836
100358,0.2847180776411885
100367,0.2577476716716437
100382,0.3167446691924464
100384,0.3302937516774033
100385,0.27584633473041675
100386,0.26758095667971615
100399,0.26532034250364445
100404,0.26264508293933053
100416,0.2557534717500971
100422,0.25932098652097413
100426,0.2592607175845833
100438,0.26775374212481656
100444,0.31765353762791815
100445,0.3106383772942346
100446,0.2828651782117933
100447,0.25809442794716475
100450,0.3330609986755407
100466,0.2562774219206643
100483,0.25645733207623167
100484,0.2583896195490982
100494,0.2687298696091591
100510,0.3143731550466803
100512,0.2537989762318805
100517,0.2579115760698366
100548,0.26006470972042683
100551,0.27098455539116434
100552,0.298991890926782
100553,0.2568319823866425
100561,0.3155015225301262
100568,0.43988277734615694
100569,0.2573107721718584
100591,0.31561992422999346
100592,0.26107781356544685
100602,0.2652370524225405
100607,0.2794281115855424
100613,0.2877182101943613
100617,0.28911863286965606
100618,0.3007152974943565
100622,0.2846533099731796
100625,0.2936771492429782
100677,0.3089949224664913
100699,0.264154309198676
100702,0.46204906848060434
100711,0.26283108535417526
100729,0.31182246454549667
100740,0.3621076362401615
100744,0.30439409573980536
100745,0.2681685379470235
100747,0.28822196125915084
100751,0.46652603299751555
100752,0.2656204851729777
100753,0.33455684305650235
100754,0.3904086280785486
100760,0.2678334470604704
100762,0.2886987128599431
100763,0.2656449829589483
100765,0.25797436139697155
100770,0.291931087198567
100772,0.2638364178578003
100777,0.2582388177948013
100791,0.25556613201752937
100792,0.25318276051732075
100797,0.2638029656247844
100823,0.26548389771977915
100826,0.26011137774876253
100830,0.2678315428671943
100836,0.3238551025356891
100872,0.289614129920945
100910,0.26746713720178783
100913,0.2880375380942494
100918,0.2602105765455668
100931,0.2521060420788777
100952,0.2634314103579243
100953,0.25805332396717406
100965,0.3208628759901182
100970,0.2578971244969196
100982,0.3492687151843352
100983,0.41177135151828737
100984,0.2787138378093169
100987,0.26652623489645777
100997,0.2789971552264148
100998,0.37791272324057157
101002,0.2672026226072347
101005,0.31607400587224055
101008,0.4472338209180046
101020,0.2660740262953011
101021,0.29200873014690004
101024,0.26552520243598987
101025,0.37208948995379065
101026,0.26879716350136285
101031,0.25435085309401606
101041,0.25760660715245526
101051,0.2525269198330749
101055,0.2842495012331305
101056,0.40838398110848245
101057,0.26232539357980394
101064,0.2588864172329727
101079,0.2875088722019891
101087,0.25646318694152337
101090,0.2619788968928091
101092,0.2894929543833483
101097,0.329604590219747
101099,0.2567851002533919
101107,0.31944444747918127
101118,0.26013092703526325
101125,0.30327634190609665
101126,0.25387876310485014
101128,0.25345924419831045
101136,0.2710857583282763
101140,0.32900783999373695
101149,0.2854439241315765
101160,0.3199352659932452
101169,0.35795432453585196
101181,0.2653721863796825
101186,0.25398017968173864
101190,0.2629178053755307
101193,0.3041069780701524
101194,0.315777637819432
101198,0.34309905595806534
101200,0.2554777506944152
101204,0.25532559121190324
101211,0.29363742383449454
101213,0.2689111045811252
101223,0.2598111953477195
101225,0.2950162267310463
101237,0.27409202870861665
101243,0.2882960728907419
101244,0.29429003836567214
101258,0.25691532431238173
101259,0.31862831967624117
101268,0.34457440817923957
101269,0.2599549979253796
101271,0.2603021469695188
101279,0.2632696999562502
101281,0.3329691999688495
101287,0.26174926299790513
101292,0.26157701661452476
101294,0.2657721230494117
101296,0.30593952573833916
101297,0.25675781285667804
101299,0.2629751051090856
101301,0.2653185854492877
101305,0.29783070705195336
101308,0.3737999559189237
101318,0.2537989762318805
101327,0.4135036971464891
101329,0.2542232118991037
101332,0.2792464857422622
101337,0.26599583283833017
101343,0.2580856522670897
101345,0.2587636992680001
101346,0.25478460604783276
101353,0.2562694443365631
101354,0.3157079508127663
101355,0.3518053273748543
101356,0.25677941657701336
101362,0.27929771360379546
101363,0.4605428973569047
101365,0.25734810914371176
101366,0.27736531464805336
101367,0.37083118293102835
101368,0.25436372270219393
101374,0.3206722532222278
101380,0.25409868881397774
101383,0.2669340854280343
101398,0.25643747935641
101399,0.3487222438396767
101401,0.376390730745083
101412,0.2920387045480338
101426,0.30110451157377965
101427,0.45875585334122293
101428,0.329604590219747
101429,0.35141925164425325
101434,0.2569327582743349
101440,0.363097001985718
101448,0.2832862018961179
101449,0.2703115703148276
101465,0.2686131262399915
101467,0.25759015907450766
101472,0.28080569190965876
101478,0.33238453873337115
101497,0.28468407507198334
101504,0.26843446878205846
101547,0.25445739485076146
101548,0.2859647981481227
101555,0.2725001659167507
101570,0.25659471551300284
101572,0.2658849481388817
101578,0.27031716818386875
101580,0.3236514944099304
101588,0.3128190939669808
101602,0.2664165130244268
101610,0.31376219190704324
101614,0.2600090415526802
101616,0.2598296192409419
101643,0.30916015641189815
101644,0.2743167708778385
101649,0.2657837434731822
101650,0.27169609337285305
101665,0.2550371225427036
101667,0.31325429814518446
101669,0.2883752027577918
101674,0.29790504089906467
101675,0.2527091617427993
101678,0.31019050221668404
101682,0.25834769983560923
101686,0.2626558631008987
101697,0.37726926475988143
101700,0.4558152884967378
101711,0.25731260347831075
101714,0.2665070677820761
101715,0.36114347127454755
101728,0.2604314499147923
101732,0.27839267689265684
101757,0.31273554669467646
101758,0.26776502175137645
101759,0.27752532176807765
101762,0.25524170152085396
101764,0.2767442322979652
101780,0.3412513443078693
101784,0.2544248635101612
101789,0.255402972554444
101816,0.27772949587085616
101819,0.2728250346064899
101827,0.2531556351639879
101863,0.28238109033271447
101867,0.2666491708636426
101870,0.2538883396559618
101873,0.3472383907478596
101878,0.2828734978133947
101879,0.30034848943584125
101880,0.26004411548532946
101887,0.26564071243744036
101897,0.2553830457468093
101901,0.29003774208221567
101903,0.34537557144987974
101920,0.2662698017794893
101921,0.25657549921754325
101922,0.2994270587217988
101961,0.3038406999403704
101962,0.2544125666241622
101971,0.26545640273882226
101976,0.40722834862419727
102002,0.3082685346471852
102005,0.25867450943159553
102007,0.4334352040045758
102017,0.2577230234388591
102019,0.3716546440830607
102029,0.25543837933513946
102051,0.31630447308881254
102052,0.25317104884782726
102054,0.2584047566991792
102062,0.27759274518209853
102067,0.32053596929344796
102068,0.3176877496965527
102070,0.27680136991632087
102090,0.2838151132431486
102092,0.26743507426135094
102099,0.2936376482997902
102100,0.26620185147507025
102112,0.31171084226970114
102113,0.258248486909893
